customer_id,Fitness__forecast,Food__forecast,Friend Activities__forecast,Gifts__forecast,Groceries__forecast,Hobbies__forecast,Housing and Utilities__forecast,Medical/Dental__forecast,Personal Hygiene__forecast,Shopping__forecast,Subscriptions__forecast,Transportation__forecast,Travel__forecast,Fitness__avg_txn,Food__avg_txn,Friend Activities__avg_txn,Gifts__avg_txn,Groceries__avg_txn,Hobbies__avg_txn,Housing and Utilities__avg_txn,Medical/Dental__avg_txn,Personal Hygiene__avg_txn,Shopping__avg_txn,Subscriptions__avg_txn,Transportation__avg_txn,Travel__avg_txn,Fitness__n_txn,Food__n_txn,Friend Activities__n_txn,Gifts__n_txn,Groceries__n_txn,Hobbies__n_txn,Housing and Utilities__n_txn,Medical/Dental__n_txn,Personal Hygiene__n_txn,Shopping__n_txn,Subscriptions__n_txn,Transportation__n_txn,Travel__n_txn,Fitness__max30d,Food__max30d,Friend Activities__max30d,Gifts__max30d,Groceries__max30d,Hobbies__max30d,Housing and Utilities__max30d,Medical/Dental__max30d,Personal Hygiene__max30d,Shopping__max30d,Subscriptions__max30d,Transportation__max30d,Travel__max30d,Fitness__velocity,Food__velocity,Friend Activities__velocity,Gifts__velocity,Groceries__velocity,Hobbies__velocity,Housing and Utilities__velocity,Medical/Dental__velocity,Personal Hygiene__velocity,Shopping__velocity,Subscriptions__velocity,Transportation__velocity,Travel__velocity
CUST_0016,444.14,34.22,537.23,710.9,34.13,21.43,27.29,97.49,9.22,1380.21,21.04,13.74,36.16,445.2025,33.17777777777778,249.45,992.4872727272727,33.47411764705882,108.32999999999998,69.69800000000001,444.3766666666666,13.933333333333334,1838.46,19.571428571428573,40.008,36.16,4.0,9.0,15.0,11.0,17.0,11.0,5.0,6.0,9.0,11.0,7.0,10.0,1.0,869.6,78.47,808.9100000000001,1714.62,114.48,500.0,148.19,988.81,41.75,3277.52,54.39,160.77,36.16,1.0,1.0,0.5,0.5,1.0,1.0,0.5,1.0,1.0,1.0,2.0,0.5,1.0
CUST_0017,317.18,85.3,182.07,306.86,12.39,2.61,225.26,40.44,116.09,986.01,4.64,43.22,1225.71,382.9116666666667,75.6825,191.105,320.3807692307692,27.465333333333334,47.70666666666667,578.1777777777778,415.0411111111111,205.36666666666667,2138.04,14.026,112.24416666666666,574.438,12.0,8.0,2.0,13.0,15.0,3.0,9.0,9.0,12.0,3.0,5.0,12.0,15.0,1664.88,224.19,232.82,1154.65,118.91,51.57,2790.64,874.94,800.0,3000.0,19.7,355.89,2233.49,1.0,0.5,1.0,1.0,0.5,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0
CUST_0018,474.9,68.45,114.89,1004.12,18.94,24.58,344.74,18.31,80.33,2018.43,16.64,15.97,371.71,310.165,23.748,242.987,638.3979999999999,15.953333333333331,119.11272727272727,999.3833333333333,335.09999999999997,141.50833333333335,1285.945,36.29,475.08000000000004,354.815,8.0,5.0,10.0,5.0,9.0,11.0,3.0,3.0,12.0,6.0,9.0,2.0,10.0,764.45,55.81,816.42,1614.47,52.94,212.51,2177.05,405.15,429.93,3000.0,80.0,497.47,1437.72,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5
CUST_0019,621.89,41.2,475.14,86.8,35.62,14.18,585.21,53.23,407.35,182.78,9.46,32.36,358.1,520.6933333333333,49.64714285714286,482.3666666666666,176.91799999999998,21.04909090909091,78.914,1375.8366666666668,471.12000000000006,103.21625,2191.4914285714285,33.534000000000006,44.9825,378.805,9.0,14.0,3.0,5.0,11.0,10.0,6.0,6.0,8.0,7.0,5.0,20.0,2.0,1372.8400000000001,173.42,590.93,273.89,77.68,241.71,2525.12,1118.5,400.0,6000.0,69.76,196.92000000000002,430.44,0.5,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.5,0.5,2.0,1.0
CUST_0020,449.9,170.1,50.87,33.73,26.81,20.85,26.38,10.53,517.19,194.1,6.18,13.33,62.23,456.17571428571426,132.1818181818182,54.174,58.79999999999999,26.81,71.7975,66.03333333333333,144.4875,249.85352941176473,1917.78,28.187142857142856,83.08749999999999,65.425,14.0,11.0,5.0,3.0,1.0,8.0,6.0,4.0,17.0,9.0,7.0,4.0,8.0,2141.0299999999997,337.32,77.92,92.86,26.81,170.07,75.7,229.24,777.5799999999999,6000.0,51.69,262.84,252.53,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,1.0
CUST_0021,1261.9,55.89,257.53,10.14,10.03,10.44,303.4,143.11,3.7,1939.2,8.19,18.89,188.22,1434.12,46.98333333333333,192.995,21.24,10.802,143.79,684.11375,476.02714285714285,10.558571428571428,2360.358,43.205,139.10555555555555,194.76999999999998,3.0,3.0,2.0,1.0,5.0,4.0,8.0,14.0,7.0,10.0,4.0,9.0,6.0,2500.0,50.35,345.92,21.24,14.74,174.91,2942.81,795.1700000000001,27.860000000000003,4867.92,68.74,430.81,590.79,0.5,1.0,1.0,1.0,1.0,0.5,0.5,1.0,1.0,0.5,1.0,1.0,0.5
CUST_0022,141.37,206.08,174.39,354.05,26.95,7.23,27.47,101.23,483.27,202.6,9.12,7.29,316.22,137.86714285714285,195.20000000000002,159.12769230769229,169.7615,26.722727272727273,133.25666666666666,71.43666666666667,253.50318181818182,184.38250000000002,514.45875,11.15,111.375,293.7611111111111,7.0,3.0,13.0,20.0,11.0,6.0,3.0,22.0,12.0,8.0,7.0,4.0,9.0,403.58,338.74,397.53,796.62,101.18,211.33,78.63,1054.75,406.23,1584.53,17.66,166.11,1516.5,0.5,0.5,1.0,2.0,1.0,0.5,1.0,1.0,0.5,0.5,1.0,1.0,1.0
CUST_0023,97.73,268.1,566.96,28.13,9.15,7.6,547.6,68.5,115.72,1686.36,3.05,56.98,165.95,113.49714285714286,112.09692307692308,213.27384615384614,48.845,7.8919999999999995,65.25307692307692,1109.0883333333334,340.93454545454546,125.49222222222222,748.3449999999999,8.155000000000001,154.98363636363635,152.7418181818182,7.0,26.0,13.0,4.0,15.0,13.0,6.0,11.0,9.0,6.0,2.0,11.0,11.0,231.03,452.12,722.46,53.29,16.07,149.32,4218.34,1000.0,566.02,2419.16,8.46,703.42,437.21000000000004,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
CUST_0024,674.78,30.7,206.96,181.4,9.28,47.07,485.52,11.31,15.08,2530.79,11.08,0.41,672.14,685.4092857142857,21.98428571428571,294.25454545454545,123.57285714285715,9.386000000000001,150.10076923076923,1091.4472727272728,309.155,13.63,2828.0633333333335,29.865000000000002,5.4,646.422,14.0,7.0,11.0,21.0,5.0,13.0,11.0,2.0,5.0,12.0,2.0,4.0,5.0,2500.0,51.01,1628.87,752.49,13.48,305.1,4280.87,386.57,27.1,6000.0,59.730000000000004,12.020000000000001,855.58,0.5,1.0,2.0,2.0,0.5,1.0,0.5,0.5,1.0,1.0,1.0,1.0,1.0
CUST_0025,97.17,49.39,118.95,88.82,49.21,31.91,617.13,125.3,81.34,1079.61,11.22,20.22,775.03,93.30333333333333,44.97,116.255,234.704,47.863846153846154,111.201875,729.3333333333334,619.2745454545454,101.17857142857143,2012.9119999999998,24.35090909090909,172.29999999999998,293.94363636363636,3.0,11.0,2.0,15.0,13.0,16.0,6.0,11.0,7.0,10.0,11.0,6.0,22.0,104.35,173.08,133.23,842.87,115.88,479.91999999999996,2132.56,1253.1399999999999,400.0,3309.09,56.99,469.43,991.69,0.5,1.0,1.0,1.0,2.0,0.7028740922573385,0.5,1.0,0.5,1.0,1.0,1.0,1.0
CUST_0026,141.2,79.85,29.88,75.99,33.4,7.3,1005.31,97.36,42.79,2269.15,6.39,90.84,589.58,275.4242857142857,44.42214285714285,28.755000000000003,153.265,30.944,100.36500000000001,2321.3,334.55375,147.29545454545453,2610.194285714286,14.51375,304.39222222222224,416.08900000000006,7.0,14.0,2.0,2.0,5.0,4.0,9.0,16.0,11.0,7.0,8.0,9.0,10.0,577.39,319.79999999999995,33.52,173.03,60.42,127.01,5771.49,967.82,400.0,6000.0,29.730000000000004,714.66,1482.6100000000001,0.5340237967405047,0.5,1.0,1.0,1.0,1.0,0.6918483412322275,0.5,1.0,1.0,1.0,0.5,1.0
CUST_0027,576.19,120.27,75.41,171.22,17.96,17.83,1266.87,93.03,14.68,930.71,9.47,80.67,361.78,624.945,93.13636363636364,58.96857142857143,234.9077777777778,18.973,76.42153846153846,1276.1257142857144,429.7283333333333,12.545,2385.202222222222,23.081666666666667,303.039375,192.17,2.0,11.0,7.0,27.0,10.0,13.0,14.0,12.0,4.0,9.0,6.0,16.0,6.0,969.48,303.15,134.57,1120.25,36.75,144.37,5000.0,966.1300000000001,18.47,3000.0,46.96,800.0,502.46000000000004,1.0,0.5,1.0,0.8615177842845486,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0
CUST_0028,409.74,42.9,212.5,106.77,6.0,18.01,107.51,27.78,41.86,1839.24,5.91,30.37,51.58,328.568,41.88272727272727,186.93333333333334,78.90875,6.36,99.438,112.4688888888889,754.25,41.17545454545455,2030.31875,18.535,146.94,50.446666666666665,10.0,11.0,15.0,8.0,5.0,10.0,9.0,2.0,11.0,8.0,2.0,13.0,12.0,1843.49,188.73,692.75,159.59,8.67,265.13,168.23,840.23,149.19,3000.0,26.67,430.51,175.4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0
CUST_0029,445.28,69.63,159.16,456.72,31.99,61.52,39.01,28.99,118.28,2022.23,2.26,7.52,1064.67,364.54375000000005,69.63,193.79153846153847,869.28,32.480000000000004,243.12714285714284,100.575,395.7975,117.02058823529411,2699.11125,6.29,182.528,555.1821428571428,8.0,1.0,13.0,5.0,2.0,7.0,4.0,4.0,17.0,8.0,2.0,5.0,14.0,1225.71,69.63,581.16,2922.59,48.82,500.0,150.16,439.29,765.03,6000.0,7.41,537.99,1797.52,1.0,1.0,1.0,1.0,0.5,0.5,0.5,0.5,0.5,1.0,0.5,1.0,0.5050077898953929
CUST_0030,560.32,30.44,224.27,119.69,32.26,7.1,316.54,75.58,135.1,39.97,5.76,27.0,527.96,552.6016666666666,33.288,208.8725,246.9416666666667,33.568571428571424,39.243,1349.7661538461539,594.8257142857143,274.294,111.97,12.026363636363635,100.85062500000001,499.19000000000005,6.0,10.0,4.0,6.0,7.0,10.0,13.0,7.0,5.0,2.0,11.0,16.0,12.0,1343.57,111.55,388.86,819.63,60.83,65.93,5174.08,730.51,400.0,164.97,22.810000000000002,595.29,1345.21,0.5,0.5,1.0,0.5,0.5,0.5,0.5,0.5,1.0,1.0,0.5,0.5,1.0
CUST_0031,586.62,28.18,393.27,360.7,21.34,44.56,89.92,111.9,12.91,159.3,7.66,7.36,332.87,570.1206666666666,27.574444444444445,257.6581818181818,437.6825,21.91,225.05545454545452,187.272,360.38235294117646,13.805,237.215,33.77222222222222,48.16444444444445,708.9480000000001,15.0,18.0,11.0,4.0,7.0,11.0,5.0,17.0,2.0,2.0,9.0,9.0,5.0,1464.08,120.51,834.83,1474.42,34.73,419.09,391.74,1446.3600000000001,14.79,238.12,63.95,71.61,1606.19,0.5,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
CUST_0032,1967.7,178.92,646.29,330.1,25.16,24.67,45.62,64.77,145.02,1160.28,8.53,78.99,249.99,1347.6575000000003,76.668,488.544,489.6242857142857,19.406,123.5409090909091,109.62625,382.78,202.635,2590.804285714286,17.556,323.376,443.2336363636363,4.0,10.0,10.0,7.0,20.0,11.0,8.0,6.0,2.0,7.0,10.0,15.0,11.0,2378.01,151.87,726.13,1517.98,63.78,283.82,250.93,737.0799999999999,400.0,6000.0,59.78,656.53,1360.83,1.0,2.0,1.0,0.5,1.0,0.5,0.5,1.0,1.0,1.0,1.0,1.0,0.5
CUST_0033,260.31,165.47,181.36,197.37,16.23,19.16,1183.39,27.24,280.3,1824.38,11.27,31.97,271.41,564.67,131.31076923076924,228.63555555555553,263.9957142857143,16.549285714285713,87.65333333333332,3864.0,188.08124999999998,334.77625,2484.1246153846155,29.32166666666667,205.615,284.99,4.0,13.0,9.0,14.0,14.0,12.0,2.0,8.0,8.0,13.0,6.0,10.0,4.0,817.26,304.78,835.06,957.45,64.44,191.06,4964.34,308.87,653.08,6000.0,51.21,930.21,746.63,1.0,0.5516366215056172,1.0,1.0,1.0,0.5,1.0,1.0,0.5,0.5,1.0,0.5,1.0
CUST_0034,269.2,8.34,332.43,0.0,44.17,0.0,25.64,64.28,19.93,1055.13,11.48,39.34,389.69,483.2885714285714,10.03,345.4533333333333,0.0,48.92111111111111,0.0,75.88333333333334,424.6770588235294,21.48714285714286,2863.4192307692306,31.876666666666665,195.706,372.945,7.0,2.0,9.0,0.0,9.0,0.0,3.0,17.0,7.0,26.0,3.0,10.0,2.0,682.6,12.26,694.05,0.0,197.57,0.0,113.95,1006.3199999999999,44.17,9000.0,43.35,586.1500000000001,506.67,1.0,1.0,0.5,0.0,1.0,0.0,0.5,0.5,0.5,0.5002422890113482,1.0,1.0,1.0
CUST_0035,170.45,70.14,376.4,118.19,2.88,21.99,176.3,37.06,224.97,1454.87,13.03,61.25,805.84,385.711052631579,63.744285714285716,359.085,172.42875,2.795,216.507,631.5419999999999,338.66,255.76500000000001,2344.0585,14.879999999999999,266.48785714285714,784.0799999999999,19.0,7.0,6.0,16.0,2.0,10.0,15.0,6.0,6.0,20.0,7.0,14.0,4.0,2713.31,99.29,887.27,821.62,3.08,584.16,4229.62,459.54,400.0,9000.0,30.64,621.97,1289.31,0.5,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,2.0,0.5
CUST_0036,172.99,116.22,247.92,385.84,10.54,0.0,535.65,216.79,34.12,4323.55,22.75,22.81,534.53,373.84250000000003,80.436,225.7209090909091,580.716,9.784615384615385,0.0,562.5181818181818,239.0884,76.19166666666666,1199.2415384615383,18.129375,238.54,504.567,8.0,5.0,11.0,5.0,13.0,0.0,11.0,25.0,6.0,13.0,16.0,6.0,10.0,1173.42,268.06,909.81,1607.18,18.54,0.0,3452.56,789.37,190.62,3039.59,80.65,736.77,1570.6,0.5,0.5,0.5,0.5,0.5,0.0,2.0,1.0,1.0,0.5,0.5,0.5,0.5
CUST_0037,655.65,33.15,159.03,75.1,31.8,10.23,381.54,161.51,551.07,2062.01,4.75,5.63,318.55,683.675,28.105000000000004,137.86700000000002,117.5475,14.338666666666667,114.178,906.9377777777777,292.18,257.7427272727273,2584.5414285714287,23.225714285714282,21.794375,134.17909090909092,2.0,2.0,10.0,8.0,15.0,10.0,9.0,15.0,11.0,7.0,7.0,16.0,11.0,732.62,36.52,415.58,185.19,55.84,239.24,2643.06,963.94,413.38,3000.0,55.06,83.11,337.6,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
CUST_0038,307.54,27.07,74.73,84.67,30.38,8.87,256.8,65.91,20.66,1895.0,29.13,92.22,930.81,284.87,23.861538461538462,38.598,135.3923076923077,28.09363636363636,123.39875,638.2337500000001,402.0,20.724,2540.795,47.06,548.1360000000001,1055.518,14.0,13.0,10.0,13.0,11.0,8.0,8.0,5.0,5.0,4.0,4.0,5.0,5.0,858.61,60.730000000000004,113.19,323.39,115.96,239.08,3440.9700000000003,714.15,28.12,3000.0,63.86,800.0,2000.0,0.5,1.0,1.247822731782604,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
CUST_0039,245.71,147.55,95.5,420.75,12.16,9.82,967.46,46.03,162.8,1399.29,5.42,46.81,462.5,229.656,123.73,187.072,718.3383333333333,11.9925,130.79,2012.2633333333335,471.82857142857137,148.71727272727273,2618.747272727273,11.968571428571428,218.46571428571428,494.60999999999996,10.0,7.0,10.0,6.0,4.0,4.0,9.0,7.0,11.0,11.0,7.0,14.0,12.0,570.12,466.67,348.92,1511.38,13.29,269.87,5000.0,1157.02,400.0,6000.0,19.78,800.0,1413.52,0.5,0.5,1.0,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,0.5,0.5
CUST_0040,77.74,81.58,128.58,436.01,25.18,22.26,44.86,47.57,0.0,2303.41,7.88,34.77,246.75,157.36818181818182,77.86833333333333,62.09166666666667,261.46818181818185,10.618421052631579,112.26090909090908,121.776,296.816,0.0,2387.2749999999996,16.94,77.91692307692307,249.72799999999998,11.0,12.0,6.0,11.0,19.0,11.0,5.0,5.0,0.0,18.0,6.0,13.0,5.0,487.11,154.56,110.11,621.25,25.51,306.42,226.75,343.63,0.0,6000.0,42.86,218.55,332.49,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.5,0.0,2.0,1.0,1.0,1.0
